no,space_name,class,is_parking,matched_keywords,n_rows,area_sum_m2
1,축사,비공조,N,축사,255031,51328755.2
2,계단실,비공조,N,계단|계단실,197761,4193205.9
3,주차장,비공조,Y,주차|주차장,187544,119855501.1
4,변소,비공조,N,변소,161622,524076.1
5,화장실,비공조,N,화장실,152483,1238713.2
6,계단실(연면적제외),비공조,N,계단|계단실|연면적제외|면적제외,97872,1546069.0
7,퇴비사,비공조,N,퇴비사,83029,9994154.3
8,대피소,비공조,N,대피소,78484,16531775.4
9,보일러실,비공조,N,보일러,52794,1741242.2
10,물치,비공조,N,물치,48272,592473.4
11,지하주차장,비공조,Y,주차|주차장,40009,226646576.8
12,농업생산시설,비공조,N,농업생산,36833,1059890.5
13,기계실,비공조,N,기계실|기계,35397,5842663.6
14,우사,비공조,N,우사,35076,10876675.8
15,연면적제외,비공조,N,연면적제외|면적제외,28924,405683.1
16,돈사,비공조,N,돈사,21558,5977944.6
17,차고,비공조,Y,차고,20271,1011504.2
18,옥탑,비공조,N,옥탑,19741,478818.2
19,버섯재배사,비공조,N,버섯재배,19496,4485641.1
20,다가구주택(계단실),비공조,N,계단|계단실,18867,278911.7
21,축사(우사),비공조,N,축사|우사,15611,7545920.1
22,물탱크실(연면적제외),비공조,N,물탱|물탱크|탱크|연면적제외|면적제외,15194,296353.5
23,계사,비공조,N,계사,13665,5696946.3
24,동.식물관련시설(축사),비공조,N,축사,13385,6405972.7
25,건조실,비공조,N,건조실,12947,274280.4
26,펌프실,비공조,N,펌프,11627,1095923.0
27,잠실,비공조,N,잠실,11535,535763.5
28,대피실,비공조,N,대피실,11243,988246.2
29,(연면적제외),비공조,N,연면적제외|면적제외,10218,145549.9
30,물치장,비공조,N,물치,10021,151893.5
31,지하대피소,비공조,N,대피소,9966,5272232.3
32,물탱크실,비공조,N,물탱|물탱크|탱크,9625,298746.0
33,헛간,비공조,N,헛간,9616,209314.0
34,"창고,변소",비공조,N,변소,9534,66634.7
35,계단실(면적제외),비공조,N,계단|계단실|면적제외,9271,155808.8
36,지하주차장연결통로,비공조,Y,주차|주차장|통로,8580,1205998.3
37,옥탑(연면적제외),비공조,N,옥탑|연면적제외|면적제외,8306,179017.9
38,전기실,비공조,N,전기실|전기,8195,1332741.5
39,농기계보관창고,비공조,N,기계|농기계보관,8066,1351295.6
40,다락(연면적제외),비공조,N,연면적제외|면적제외,6453,348863.3
41,통로,비공조,N,통로,6270,1034658.4
42,주차장(연면적제외),비공조,Y,주차|주차장|연면적제외|면적제외,6207,748178.0
43,단독주택(계단실),비공조,N,계단|계단실,6190,83297.2
44,행랑,비공조,N,행랑,6161,165955.5
45,동물및식물관련시설(축사),비공조,N,축사,6099,2385843.4
46,동.식물관련시설(퇴비사),비공조,N,퇴비사,6049,1030900.7
47,단독주택(주차장),비공조,Y,주차|주차장,5847,281886.6
48,물탱크(연면적제외),비공조,N,물탱|물탱크|탱크|연면적제외|면적제외,5719,66658.0
49,"기계실,전기실",비공조,N,기계실|기계|전기실|전기,5646,2719213.0
50,자동차관련시설(주차장),비공조,Y,주차|주차장,5565,5252637.8
51,작물재배사,비공조,N,작물재배,5521,1254858.9
52,"변소,창고",비공조,N,변소,5491,26208.3
53,공동주택(계단실),비공조,N,계단|계단실,5446,368186.7
54,대피소및보일러실,비공조,N,보일러|대피소,5309,298342.0
55,축사(퇴비사),비공조,N,축사|퇴비사,5215,833172.7
56,"계단실,승강기,홀",비공조,N,계단|계단실|승강기,5188,488344.2
57,계단,비공조,N,계단,5097,184070.2
58,다세대주택(계단실),비공조,N,계단|계단실,5062,72790.8
59,창고및변소,비공조,N,변소,5055,36884.1
60,공중화장실,비공조,N,화장실,4950,213249.7
61,건조장,비공조,N,건조장,4941,487992.2
62,축사(계사),비공조,N,축사|계사,4923,2547687.0
63,축사(돈사),비공조,N,축사|돈사,4577,1694145.5
64,"계단실,물탱크실(연면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|연면적제외|면적제외,4575,136904.9
65,"창고,화장실",비공조,N,화장실,4385,97228.3
66,캐노피,비공조,N,캐노피,4329,475668.0
67,동.식물관련시설(우사),비공조,N,우사,4322,2086125.0
68,단독주택(다가구주택(계단실)),비공조,N,계단|계단실,4286,70691.2
69,계단탑(연면적제외),비공조,N,계단|계단탑|연면적제외|면적제외,4257,67910.6
70,대피실및보일러실,비공조,N,보일러|대피실,4253,203204.3
71,공중변소,비공조,N,변소|공중변소,3723,58942.8
72,가축용창고,비공조,N,가축,3705,452677.2
73,기계식주차장,비공조,Y,주차|주차장|기계,3700,432897.7
74,"계단실,elev",비공조,N,계단|계단실|elev,3650,151599.1
75,"계단실,주차장",비공조,Y,계단|계단실|주차|주차장,3616,181213.4
76,창고및화장실,비공조,N,화장실,3478,72697.0
77,기계실(연면적제외),비공조,N,기계실|기계|연면적제외|면적제외,3460,89605.5
78,지하계단실,비공조,N,계단|계단실,3426,261920.6
79,축사(창고),비공조,N,축사,3424,342451.8
80,"계단실,물탱크실",비공조,N,계단|계단실|물탱|물탱크|탱크,3418,118937.1
81,공장(화장실),비공조,N,화장실,3218,57458.0
82,단독주택(다가구주택-계단실),비공조,N,계단|계단실,3196,47898.9
83,동물관련시설(축사),비공조,N,축사,3152,830226.5
84,계단탑,비공조,N,계단|계단탑,3008,73915.9
85,변소및창고,비공조,N,변소,2950,15095.4
86,"전기실,발전기실",비공조,N,전기실|전기|발전,2852,693130.1
87,공장(기계실),비공조,N,기계실|기계,2840,534362.5
88,발전기실,비공조,N,전기실|전기|발전,2809,148771.8
89,복도,비공조,N,복도,2809,253554.5
90,계단실(바닥면적제외),비공조,N,계단|계단실|면적제외,2737,49898.9
91,"주차장,계단실",비공조,Y,계단|계단실|주차|주차장,2701,519781.1
92,통신실,비공조,N,통신실,2677,78161.3
93,동.식물관련시설(버섯재배사),비공조,N,버섯재배,2651,662295.0
94,"기계,전기실",비공조,N,기계|전기실|전기,2591,1177730.8
95,연면적에서제외,비공조,N,연면적에서,2561,38209.7
96,보이라실,비공조,N,보이라,2493,288941.6
97,mdf실,비공조,N,mdf,2472,67297.1
98,"화장실,창고",비공조,N,화장실,2250,26914.7
99,동.식물관련시설(가축용창고),비공조,N,가축,2249,262436.1
100,축사및퇴비사,비공조,N,축사|퇴비사,2234,1415232.2
101,동식물관련시설(축사),비공조,N,축사,2226,1224489.9
102,"계단실,화장실",비공조,N,계단|계단실|화장실,2215,125119.1
103,옥내주차장,비공조,Y,주차|주차장,2200,342937.8
104,변전실,비공조,N,변전|전실,2123,336433.4
105,변전소,비공조,N,변전,2107,1044615.2
106,농기계창고,비공조,N,기계,2103,271771.4
107,물탱크실(면적제외),비공조,N,물탱|물탱크|탱크|면적제외,2091,55715.8
108,"주차장,기계실",비공조,Y,주차|주차장|기계실|기계,2061,2679000.9
109,단독주택(보일러실),비공조,N,보일러,2061,26675.0
110,계단실(연면적에서제외),비공조,N,계단|계단실|연면적에서,1998,28257.6
111,주차통로,비공조,Y,주차|통로,1921,116548.5
112,피로티주차장(연면적제외),비공조,Y,주차|주차장|피로티|연면적제외|면적제외,1859,217123.3
113,단독주택(화장실),비공조,N,화장실,1855,8476.4
114,톱밥우사,비공조,N,우사,1837,824113.0
115,피트통로,비공조,N,통로,1830,259437.9
116,"기계실,전기실,발전기실",비공조,N,기계실|기계|전기실|전기|발전,1792,889059.0
117,농기계수리점,비공조,N,기계,1750,288877.3
118,샤워실,비공조,N,샤워실,1744,76083.1
119,방재실,비공조,N,방재실,1742,64052.9
120,축사(통로),비공조,N,축사|통로,1734,297224.6
121,다락(면적제외),비공조,N,면적제외,1728,61937.6
122,다가구주택(주차장),비공조,Y,주차|주차장,1708,101812.8
123,열교환실,비공조,N,열교환|열교,1706,349953.3
124,공조실,비공조,N,공조실,1603,328670.3
125,"계단실,기계실(연면적제외)",비공조,N,계단|계단실|기계실|기계|연면적제외|면적제외,1584,56508.8
126,물탱크,비공조,N,물탱|물탱크|탱크,1573,43552.6
127,"계단실,복도",비공조,N,계단|계단실|복도,1572,281262.7
128,elev기계실(연면적제외),비공조,N,elev|기계실|기계|연면적제외|면적제외,1557,37899.8
129,보이러실,비공조,N,보이러,1552,60437.7
130,농산물집하장,비공조,N,집하장|집하,1539,379525.5
131,"창고,보일러실",비공조,N,보일러,1532,95420.5
132,"계단실,elev.",비공조,N,계단|계단실|elev,1526,100295.1
133,곶감건조장,비공조,N,건조장,1517,139636.3
134,"축사,퇴비사",비공조,N,축사|퇴비사,1515,677071.5
135,곤충사육사,비공조,N,곤충사육|사육사,1492,331872.2
136,작업통로,비공조,N,통로,1478,217232.4
137,폐수처리장,비공조,N,처리장,1455,236371.8
138,옥탑(면적산정제외),비공조,N,옥탑,1440,31087.0
139,부설주차장,비공조,Y,주차|주차장,1436,808994.2
140,"계단실,기계실",비공조,N,계단|계단실|기계실|기계,1418,69644.1
141,제1종근린생활시설(공중화장실),비공조,N,화장실,1417,73040.8
142,"계단실,elev기계실(연면적제외)",비공조,N,계단|계단실|elev|기계실|기계|연면적제외|면적제외,1399,45653.0
143,동물및식물관련시설(퇴비사),비공조,N,퇴비사,1399,225111.7
144,"보일러실,창고",비공조,N,보일러,1382,76914.1
145,"계단실,홀",비공조,N,계단|계단실,1372,128401.3
146,주차장(면적제외),비공조,Y,주차|주차장|면적제외,1370,155919.9
147,대피소.보일러실,비공조,N,보일러|대피소,1361,72248.6
148,창고및보일러실,비공조,N,보일러,1340,66701.3
149,단독주택(차고),비공조,Y,차고,1325,52491.0
150,연결통로,비공조,N,통로,1296,138917.2
151,동.식물관련시설(종묘배양장),비공조,N,종묘배양,1266,325655.4
152,옥탑(면적제외),비공조,N,옥탑|면적제외,1260,31004.6
153,카리프트,비공조,N,리프트,1249,37810.2
154,축분건조장,비공조,N,건조장,1226,223000.5
155,"전기실,기계실",비공조,N,기계실|기계|전기실|전기,1219,441070.6
156,외부계단,비공조,N,계단,1218,27712.6
157,화장실및창고,비공조,N,화장실,1213,16118.0
158,소방서,비공조,N,소방,1209,367466.9
159,설비배관공간,비공조,N,설비,1204,76255.1
160,주유소(캐노피),비공조,N,캐노피,1199,134781.7
161,동물관련시설(우사),비공조,N,우사,1189,424596.6
162,기계전기실,비공조,N,기계|전기실|전기,1168,527478.1
163,주차타워,비공조,Y,주차|주차타워,1163,71521.7
164,발전소,비공조,N,발전,1163,701748.7
165,공동주택(다세대주택(계단실)),비공조,N,계단|계단실,1161,19288.4
166,축사및창고,비공조,N,축사,1135,159779.3
167,동.식물관련시설(돈사),비공조,N,돈사,1134,491846.5
168,필로티주차장(연면적제외),비공조,Y,주차|주차장|필로티|연면적제외|면적제외,1129,134519.7
169,"계단실,승강기",비공조,N,계단|계단실|승강기,1122,68964.2
170,계단실-연면적제외,비공조,N,계단|계단실|연면적제외|면적제외,1113,19092.2
171,동물및식물관련시설(버섯재배사),비공조,N,버섯재배,1108,260720.3
172,동물관련시설(퇴비사),비공조,N,퇴비사,1100,165543.3
173,도시형생활주택(계단실),비공조,N,계단|계단실,1087,21563.1
174,"대피소,보일러실",비공조,N,보일러|대피소,1087,80899.4
175,계단실통로,비공조,N,계단|계단실|통로,1060,35816.0
176,제2종근린생활시설(화장실),비공조,N,화장실,1036,10923.4
177,창고.변소,비공조,N,변소,1035,6304.4
178,"물탱크실,계단실(연면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|연면적제외|면적제외,1033,31924.4
179,피로티,비공조,Y,피로티,1019,59673.9
180,공장(계단실),비공조,N,계단|계단실,998,29328.3
181,보일러실및창고,비공조,N,보일러,996,50647.8
182,부속화장실,비공조,N,화장실,994,8833.9
183,계단실/elev,비공조,N,계단|계단실|elev,989,22496.8
184,케노피,비공조,N,케노피,988,182923.5
185,면적제외,비공조,N,면적제외,984,19695.2
186,"계단,화장실",비공조,N,계단|화장실,983,45545.1
187,"계단실,창고",비공조,N,계단|계단실,969,36956.9
188,동식물관련시설(퇴비사),비공조,N,퇴비사,968,191806.3
189,아파트(계단실),비공조,N,계단|계단실,964,51269.2
190,분뇨및쓰레기처리시설,비공조,N,분뇨,959,330322.9
191,동.식물관련시설(축사(퇴비사)),비공조,N,축사|퇴비사,956,208277.3
192,계단실[연면적제외],비공조,N,계단|계단실|연면적제외|면적제외,953,14064.0
193,양계장,비공조,N,양계,951,521470.2
194,축사(관리사),비공조,N,축사,950,49867.6
195,엘리베이터,비공조,N,엘리베이터,949,15961.6
196,농산물간이집하장,비공조,N,집하장|집하,941,194759.7
197,"주차장,창고",비공조,Y,주차|주차장,924,567858.9
198,멀티미디어문화컨텐츠설비제공업소,비공조,N,설비,915,135997.8
199,승강기,비공조,N,승강기,895,15340.7
200,동.식물관련시설(통로),비공조,N,통로,895,211301.0
201,양계사,비공조,N,계사|양계,874,627658.7
202,제2종근린생활시설(계단실),비공조,N,계단|계단실,870,17218.9
203,"축사,창고",비공조,N,축사,867,105329.0
204,동.식물관련시설(작물재배사),비공조,N,작물재배,864,211507.2
205,elev.기계실(연면적제외),비공조,N,elev|기계실|기계|연면적제외|면적제외,860,32453.5
206,"계단실,관리실",비공조,N,계단|계단실,860,32377.9
207,단독주택(다가구주택:계단실),비공조,N,계단|계단실,858,13714.6
208,주차장(바닥면적제외),비공조,Y,주차|주차장|면적제외,853,106355.4
209,다세대주택(주차장),비공조,Y,주차|주차장,846,81817.9
210,"창고,축사",비공조,N,축사,843,39282.6
211,계단탑(면적제외),비공조,N,계단|계단탑|면적제외,835,14639.8
212,옥탑층,비공조,N,옥탑,828,22094.2
213,다락(바닥면적제외),비공조,N,면적제외,826,39041.8
214,동물관련시설(돈사),비공조,N,돈사,826,267866.2
215,제2종근린생활시설(주차장),비공조,Y,주차|주차장,820,204740.1
216,부속(변소),비공조,N,변소,820,3170.7
217,물탱크실(연면적에서제외),비공조,N,물탱|물탱크|탱크|연면적에서,818,12759.1
218,계단실및화장실,비공조,N,계단|계단실|화장실,808,29175.5
219,퇴적장,비공조,N,퇴적장,805,97128.1
220,"주차장,기계실,전기실",비공조,Y,주차|주차장|기계실|기계|전기실|전기,803,1490225.4
221,동.식물관련시설(축사-우사),비공조,N,축사|우사,803,367979.3
222,피트연결통로,비공조,N,통로,799,30670.9
223,"계단실,물탱크(연면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|연면적제외|면적제외,798,16197.1
224,"전기실,발전기실,펌프실",비공조,N,전기실|전기|발전|펌프,795,237864.8
225,제1종근린생활시설(변전소),비공조,N,변전,794,461752.5
226,제2종근린생활시설(멀티미디어문화컨텐츠설비제공업소),비공조,N,설비,789,97665.6
227,"전기실,펌프실",비공조,N,전기실|전기|펌프,780,194449.8
228,동.식물관련시설(축사-창고),비공조,N,축사,779,75399.0
229,공장(펌프실),비공조,N,펌프,777,42469.0
230,"기계실,계단실",비공조,N,계단|계단실|기계실|기계,776,69340.5
231,주차장.기계전기실,비공조,Y,주차|주차장|기계|전기실|전기,768,3095101.5
232,동.식물관련시설(축사-퇴비사),비공조,N,축사|퇴비사,764,112355.5
233,휀룸,비공조,N,휀,763,74936.0
234,기계/전기실,비공조,N,기계|전기실|전기,762,314953.0
235,"화장실,샤워실",비공조,N,화장실|샤워실,762,28253.2
236,"기계실,물탱크실",비공조,N,기계실|기계|물탱|물탱크|탱크,759,59309.0
237,옥외계단,비공조,N,계단|옥외,754,38922.4
238,종묘배양시설,비공조,N,종묘배양,752,273262.0
239,동.식물관련시설(계사),비공조,N,계사,746,524083.5
240,보일라실,비공조,N,보일라,745,32137.7
241,"계단실,엘리베이터",비공조,N,계단|계단실|엘리베이터,743,36788.4
242,"계단실,elev(연면적제외)",비공조,N,계단|계단실|elev|연면적제외|면적제외,737,18253.6
243,옥탑층(연면적제외),비공조,N,옥탑|연면적제외|면적제외,737,19397.8
244,계단실및물탱크실(연면적제외),비공조,N,계단|계단실|물탱|물탱크|탱크|연면적제외|면적제외,736,19596.1
245,계단실(면적산정제외),비공조,N,계단|계단실,719,13229.6
246,공동주택(주차장),비공조,Y,주차|주차장,718,909956.6
247,톱밥발효우사,비공조,N,우사,718,210801.6
248,중간기계실,비공조,N,기계실|기계,717,178400.6
249,물탱크실(연면적포함),비공조,N,물탱|물탱크|탱크,715,5945.5
250,공장(보일러실),비공조,N,보일러,713,71439.3
251,엘리베이터실,비공조,N,엘리베이터,707,17362.7
252,"사무실,화장실",비공조,N,화장실,706,70994.8
253,"복도,계단실,e/v",비공조,N,계단|계단실|e/v|복도,705,79201.0
254,"계단실,물탱크실(면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,703,23441.2
255,"물탱크실,계단실",비공조,N,계단|계단실|물탱|물탱크|탱크,700,29855.0
256,계단실/주차장,비공조,Y,계단|계단실|주차|주차장,700,30669.6
257,"계단실,elev실",비공조,N,계단|계단실|elev,698,20434.4
258,주차시설,비공조,Y,주차|주차시설,698,742016.6
259,부속사(화장실),비공조,N,화장실,698,3909.9
260,창고및축사,비공조,N,축사,695,41883.4
261,옥외화장실,비공조,N,화장실|옥외,694,9317.1
262,"기계실,물탱크실(연면적제외)",비공조,N,기계실|기계|물탱|물탱크|탱크|연면적제외|면적제외,693,27129.9
263,제1종근린생활시설(화장실),비공조,N,화장실,688,9342.0
264,집하장,비공조,N,집하장|집하,688,217874.6
265,일반공장(화장실),비공조,N,화장실,685,14381.3
266,발전실,비공조,N,발전|전실,683,63374.2
267,"계단실,통신실",비공조,N,계단|계단실|통신실,668,27054.7
268,단독주택(지하주차장),비공조,Y,주차|주차장,667,34992.6
269,"계단실,복도,화장실",비공조,N,계단|계단실|화장실|복도,662,118435.8
270,물탱크(연면적에서제외),비공조,N,물탱|물탱크|탱크|연면적에서,656,6818.8
271,계단실및물탱크실,비공조,N,계단|계단실|물탱|물탱크|탱크,648,20279.0
272,"단독주택(계단실,elev실)",비공조,N,계단|계단실|elev,646,12640.8
273,연결복도,비공조,N,복도,644,44063.4
274,"물탱크,계단실(연면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|연면적제외|면적제외,639,17274.2
275,제1종근린생활시설(주차장),비공조,Y,주차|주차장,635,176685.5
276,단독주택(다가구주택)-계단실,비공조,N,계단|계단실,628,9158.1
277,주차관리실,비공조,Y,주차,627,14445.6
278,주택(보일러실),비공조,N,보일러,624,10571.0
279,계단실등,비공조,N,계단|계단실,621,74228.5
280,자동차관련시설(차고),비공조,Y,차고,619,143901.5
281,공장(주차장),비공조,Y,주차|주차장,613,617546.3
282,"기계실,주차장",비공조,Y,주차|주차장|기계실|기계,604,623875.4
283,"계단실,elev기계실",비공조,N,계단|계단실|elev|기계실|기계,601,24969.8
284,위험물저장및처리시설(캐노피),비공조,N,캐노피,600,69534.3
285,설비실,비공조,N,설비,593,85029.1
286,"주택,축사",비공조,N,축사,589,26284.6
287,동식물관련시설(버섯재배사),비공조,N,버섯재배,585,152448.5
288,분뇨처리시설,비공조,N,분뇨,571,254413.9
289,elev기계실,비공조,N,elev|기계실|기계,569,18212.4
290,"계단실,e/v",비공조,N,계단|계단실|e/v,566,25937.2
291,필로티,비공조,Y,필로티,562,31840.2
292,"기계실,창고",비공조,N,기계실|기계,543,169061.2
293,(면적제외),비공조,N,면적제외,540,9765.1
294,보일러실및대피소,비공조,N,보일러|대피소,539,34017.5
295,계단실(연면적포함),비공조,N,계단|계단실,538,6564.2
296,축사(한우),비공조,N,축사,533,444807.0
297,필로티주차장,비공조,Y,주차|주차장|필로티,532,54408.5
298,배수장,비공조,N,배수,531,100051.4
299,지하주차장.기계실,비공조,Y,주차|주차장|기계실|기계,530,778913.4
300,농업생산,비공조,N,농업생산,528,13392.7
301,"elev,기계실(연면적제외)",비공조,N,elev|기계실|기계|연면적제외|면적제외,527,18734.7
302,"계단,복도",비공조,N,계단|복도,526,70511.6
303,단독주택(다가구주택(주차장)),비공조,Y,주차|주차장,524,30963.4
304,계단및화장실,비공조,N,계단|화장실,523,22913.5
305,(연면적에서제외),비공조,N,연면적에서,521,6904.0
306,기계식주차,비공조,Y,주차|기계,518,54229.6
307,다락-연면적제외,비공조,N,연면적제외|면적제외,517,36494.4
308,공장(전기실),비공조,N,전기실|전기,517,136677.1
309,동.식물관련시설(축사(창고)),비공조,N,축사,514,54029.9
310,통신기계실,비공조,N,기계실|기계,511,60737.6
311,동물관련시설(계사),비공조,N,계사,510,259711.0
312,방풍실,비공조,N,방풍,509,14526.9
313,"계단실,펌프실",비공조,N,계단|계단실|펌프,502,22249.3
314,주택및축사,비공조,N,축사,502,28492.1
315,한우사,비공조,N,우사,501,329636.9
316,엘리베이터기계실(연면적제외),비공조,N,엘리베이터|기계실|기계|연면적제외|면적제외,499,15572.1
317,공동주택(대피소),비공조,N,대피소,493,250495.2
318,부속사(변소),비공조,N,변소,493,1919.6
319,동물및식물관련시설(우사),비공조,N,우사,491,339995.9
320,동.식물관련시설(축사(우사)),비공조,N,축사|우사,488,324392.1
321,창고.화장실,비공조,N,화장실,482,8850.7
322,제연휀룸,비공조,N,휀,478,88096.5
323,(계단실),비공조,N,계단|계단실,477,8509.5
324,"다가구주택(계단실,주차장)",비공조,Y,계단|계단실|주차|주차장,472,9226.4
325,축분처리장,비공조,N,처리장,471,101316.3
326,저수조,비공조,N,저수조|수조,468,38089.1
327,공동주택(다세대주택-계단실),비공조,N,계단|계단실,468,8147.4
328,옥탑(연면적에서제외),비공조,N,옥탑|연면적에서,466,6979.5
329,"전기,기계실",비공조,N,기계실|기계|전기,465,173782.3
330,피로티주차장,비공조,Y,주차|주차장|피로티,464,37536.5
331,계단.복도.ev실,비공조,N,계단|복도,460,49190.7
332,주차램프,비공조,Y,주차|램프,460,86785.0
333,주차장및계단실,비공조,Y,계단|계단실|주차|주차장,458,57946.2
334,업무시설(주차장),비공조,Y,주차|주차장,458,762776.4
335,"복도,화장실",비공조,N,화장실|복도,457,80162.0
336,보일러,비공조,N,보일러,455,17070.7
337,제1종근린생활시설(소방서),비공조,N,소방,452,112538.8
338,계단실및주차장,비공조,Y,계단|계단실|주차|주차장,451,22050.8
339,단독주택(다가구주택(계단실),비공조,N,계단|계단실,450,6465.6
340,근린생활시설(주차장),비공조,Y,주차|주차장,448,165226.2
341,"계단실,elev.홀",비공조,N,계단|계단실|elev,443,38007.3
342,콤프레샤실,비공조,N,콤프레샤,442,46088.7
343,"보일러실,대피소",비공조,N,보일러|대피소,441,33939.7
344,공장(폐수처리장),비공조,N,처리장,440,73878.6
345,창고시설(농기계보관창고),비공조,N,기계|농기계보관,438,81189.5
346,소매점(화장실),비공조,N,화장실,436,4604.9
347,동.식물관련시설(곤충사육사),비공조,N,곤충사육|사육사,434,106870.4
348,숙박시설(주차장),비공조,Y,주차|주차장,433,175446.7
349,"계단실,승강기기계실(연면적제외)",비공조,N,계단|계단실|승강기|기계실|기계|연면적제외|면적제외,432,25056.5
350,동물및식물관련시설(축사(퇴비사)),비공조,N,축사|퇴비사,430,54299.8
351,"계단실,경비실",비공조,N,계단|계단실,429,15076.9
352,동.식물관련시설(종묘배양시설),비공조,N,종묘배양,429,125779.8
353,아파트(주차장),비공조,Y,주차|주차장,428,670596.0
354,부속주차장,비공조,Y,주차|주차장,428,89035.9
355,"창고,계단실",비공조,N,계단|계단실,427,34517.0
356,축사(견사),비공조,N,축사,427,57158.8
357,"홀,계단실",비공조,N,계단|계단실,424,53436.5
358,"화장실,계단실",비공조,N,계단|계단실|화장실,424,21990.8
359,계단.엘리베이터,비공조,N,계단|엘리베이터,423,27496.1
360,"축사,변소",비공조,N,변소|축사,423,9738.2
361,기계.전기실,비공조,N,기계|전기실|전기,421,199136.7
362,축사(오리사),비공조,N,축사,420,261239.7
363,(옥탑),비공조,N,옥탑,418,12008.1
364,"계단실,승강기홀",비공조,N,계단|계단실|승강기,417,40657.6
365,농기계공동보관창고,비공조,N,기계,417,68222.9
366,"계단실(층수,면적제외)",비공조,N,계단|계단실|면적제외,416,7412.4
367,소방파출소,비공조,N,소방,415,81434.9
368,기타발전시설,비공조,N,발전,413,175328.8
369,"펌프실,전기실,발전기실",비공조,N,전기실|전기|발전|펌프,412,135661.9
370,"복도,계단",비공조,N,계단|복도,411,53054.7
371,"기계실,계단실(연면적제외)",비공조,N,계단|계단실|기계실|기계|연면적제외|면적제외,411,17094.0
372,공동주택(다세대주택(계단실(연면적제외))),비공조,N,계단|계단실|연면적제외|면적제외,409,6385.3
373,계단(연면적제외),비공조,N,계단|연면적제외|면적제외,409,5476.5
374,피난안전구역,비공조,N,피난,409,97772.8
375,"공동주택(아파트,피로티)",비공조,Y,피로티,409,132541.0
376,"elev.홀,계단실",비공조,N,계단|계단실|elev,407,68858.2
377,오피스텔(계단실),비공조,N,계단|계단실,406,18982.6
378,"주차장,보일러실",비공조,Y,주차|주차장|보일러,406,67293.0
379,변소.창고,비공조,N,변소,406,1993.1
380,제조업소(화장실),비공조,N,화장실,404,3554.2
381,계단탑(면적산정제외),비공조,N,계단|계단탑,404,7709.6
382,부속사(축사),비공조,N,축사,402,13150.8
383,"복도,계단실",비공조,N,계단|계단실|복도,400,86604.4
384,단독주택(다락-면적제외),비공조,N,면적제외,398,11212.9
385,"부속(창고,변소)",비공조,N,변소,395,5215.5
386,"계단실,elev홀",비공조,N,계단|계단실|elev,394,40974.8
387,"물탱크실,기계실(연면적제외)",비공조,N,기계실|기계|물탱|물탱크|탱크|연면적제외|면적제외,393,18852.7
388,공동주택(다세대주택(주차장)),비공조,Y,주차|주차장,393,52980.0
389,육계사,비공조,N,계사,393,239283.7
390,단독주택[다가구주택(계단실)],비공조,N,계단|계단실,392,6011.5
391,일반음식점(화장실),비공조,N,화장실,392,4025.8
392,"계단실,승강기실",비공조,N,계단|계단실|승강기,391,9745.4
393,다세대주택(연면적제외),비공조,N,연면적제외|면적제외,389,6224.3
394,공장(캐노피),비공조,N,캐노피,389,91921.5
395,"계단실,엘리베이터실",비공조,N,계단|계단실|엘리베이터,388,12046.1
396,부속(화장실),비공조,N,화장실,387,2356.0
397,옥탑계단실(연면적제외),비공조,N,계단|계단실|옥탑|연면적제외|면적제외,385,6143.7
398,주차장/계단실,비공조,Y,계단|계단실|주차|주차장,384,32861.2
399,계단실(연면적산정제외),비공조,N,계단|계단실,383,6309.7
400,"계단실,화장실,복도",비공조,N,계단|계단실|화장실|복도,383,98579.9
401,창고변소,비공조,N,변소,383,2537.3
402,계단실/물탱크실,비공조,N,계단|계단실|물탱|물탱크|탱크,381,12009.4
403,"차고,보일러실",비공조,Y,차고|보일러,381,19494.6
404,야영장시설(화장실),비공조,N,화장실,381,5859.7
405,지하주차장#2,비공조,Y,주차|주차장,379,1154884.6
406,업무시설(계단실),비공조,N,계단|계단실,377,35531.6
407,"계단실,물탱크",비공조,N,계단|계단실|물탱|물탱크|탱크,376,12263.5
408,지하대피실,비공조,N,대피실,374,180534.3
409,대피실.보일러실,비공조,N,보일러|대피실,373,18620.7
410,주차리프트,비공조,Y,리프트|주차,371,11053.1
411,elev.기계실,비공조,N,elev|기계실|기계,370,14942.8
412,"계단실,e.v",비공조,N,계단|계단실|e.v,369,10687.3
413,계단실및복도,비공조,N,계단|계단실|복도,366,27269.0
414,지하주차장#1,비공조,Y,주차|주차장,365,1040896.5
415,분뇨.쓰레기처리시설,비공조,N,분뇨,362,167788.7
416,기계실.전기실,비공조,N,기계실|기계|전기실|전기,360,160310.8
417,지하저수조,비공조,N,저수조|수조,356,28874.5
418,변소(화장실),비공조,N,화장실|변소,354,859.8
419,"기계실,전기실,주차장",비공조,Y,주차|주차장|기계실|기계|전기실|전기,352,752049.8
420,오피스텔(주차장),비공조,Y,주차|주차장,352,611665.4
421,"주차장,대피소",비공조,Y,주차|주차장|대피소,351,913346.4
422,물탱크실(바닥면적제외),비공조,N,물탱|물탱크|탱크|면적제외,350,10937.8
