no,space_name,class,is_parking,matched_keywords,n_rows,area_sum_m2
55395,대피실/주차장,비공조,Y,주차|주차장|대피실,2,854.0
55396,"도시형생활주택(계단실,elev,창고)",비공조,N,계단|계단실|elev,2,55.7
55397,탱크및기계실,비공조,N,기계실|기계|탱크,2,154.7
55398,축사부대시설(창고),비공조,N,축사,2,143.0
55399,창고(농기계수리소),비공조,N,기계,2,246.6
55400,생활오수처리시설,비공조,N,오수,2,46.4
55401,화장실(면적제외),비공조,N,화장실|면적제외,2,16.4
55402,"계단실,직원숙소",비공조,N,계단|계단실,2,91.4
55403,"아파트(계단,전기실,발전기실(아파트))",비공조,N,계단|전기실|전기|발전,2,514.8
55404,"아파트(계단,관리실(아파트))",비공조,N,계단,2,512.8
55405,"소매점(계단,기계실,창고(상가))",비공조,N,계단|기계실|기계,2,796.4
55406,"종업원숙소(기계,전기실)",비공조,N,기계|전기실|전기,2,1335.2
55407,"유스호스텔(elev기계실,물탱크실)",비공조,N,elev|기계실|기계|물탱|물탱크|탱크,2,272.2
55408,"기계,전기실,일반목욕탕",비공조,N,기계|전기실|전기,2,1440.0
55409,"물탱크실(48㎡,면적제외)",비공조,N,물탱|물탱크|탱크|면적제외,2,0.0
55410,"폐수처리조(97.6㎡,면적제외)",비공조,N,면적제외,2,0.0
55411,"2종근린생화시설,보일러실",비공조,N,보일러,2,1221.0
55412,"사무실,대기실,화장실",비공조,N,화장실,2,493.8
55413,"주택(계단실,물탱크실)",비공조,N,계단|계단실|물탱|물탱크|탱크,2,47.7
55414,"다가구주택/계단실,물탱크실",비공조,N,계단|계단실|물탱|물탱크|탱크,2,47.0
55415,"단독주택(다가구주택-계단실,기계실)",비공조,N,계단|계단실|기계실|기계,2,39.7
55416,공장(옥탑계단실),비공조,N,계단|계단실|옥탑,2,218.0
55417,"보일러실,피로티",비공조,Y,피로티|보일러,2,17.4
55418,농기계수리시설(창고),비공조,N,기계,2,249.6
55419,(r동)축사(퇴비사),비공조,N,축사|퇴비사,2,502.0
55420,[n동]축분처리기계실,비공조,N,기계실|기계,2,70.3
55421,[n동]통로,비공조,N,통로,2,79.0
55422,[n동]축사,비공조,N,축사,2,1492.4
55423,다가구주택(주차장)/면적제외,비공조,Y,주차|주차장|면적제외,2,86.8
55424,"물탱크실(37.78㎡,면적제외)",비공조,N,물탱|물탱크|탱크|면적제외,2,0.0
55425,"공동주택(계단실)-면적제외,층수제외",비공조,N,계단|계단실|면적제외,2,53.0
55426,"공동주택(물탱크실)-면적제외,층수제외",비공조,N,물탱|물탱크|탱크|면적제외,2,53.0
55427,농기계수리및보관창고,비공조,N,기계,2,1321.0
55428,"물탱크실,계단실(48.58㎡,면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,0.0
55429,"보일러실,다가구(2)",비공조,N,보일러,2,239.3
55430,"근린시설,주차장",비공조,Y,주차|주차장,2,617.1
55431,보일러실및전기기계실,비공조,N,기계실|기계|전기|보일러,2,372.2
55432,제1종근린생활시설(취수펌프장),비공조,N,펌프,2,393.5
55433,"아파트(계단,엘리베이터실)",비공조,N,계단|엘리베이터,2,97.9
55434,옥외화장실(제거식),비공조,N,화장실|옥외,2,7.4
55435,몰탱크실(연면적제외),비공조,N,탱크|연면적제외|면적제외,2,116.4
55436,"공장(변소,샤워장)",비공조,N,변소,2,46.8
55437,"염소사,사료창고,통로",비공조,N,통로,2,552.0
55438,"경비실,관리사무실,방재실,mdf실,경로당,어린이집",비공조,N,mdf|방재실,2,1287.3
55439,기계실/휴계실,비공조,N,기계실|기계,2,1796.0
55440,"계단실,mdf실,방재센타",비공조,N,계단|계단실|mdf,2,241.0
55441,"점포,주차통로",비공조,Y,주차|통로,2,457.7
55442,공동주택기숙사(계단실및승강기탑),비공조,N,계단|계단실|승강기,2,147.7
55443,공용(홀및방풍실),비공조,N,방풍,2,68.1
55444,계단실(면적/층수산정제외),비공조,N,계단|계단실,2,34.6
55445,숙박시설(생활숙박시설-물탱크실(면적제외)),비공조,N,물탱|물탱크|탱크|면적제외,2,89.2
55446,배수지제어반실,비공조,N,배수,2,41.3
55447,"직원샤워장,휴게실,사무실,계단실,홀",비공조,N,계단|계단실,2,997.6
55448,"노조사무실,대회의실,체력단련실,계단실",비공조,N,계단|계단실,2,908.2
55449,단독주택_주차장,비공조,Y,주차|주차장,2,36.0
55450,"욕실,창고.변소",비공조,N,변소,2,25.7
55451,"예배실,복도,다용도실",비공조,N,복도,2,558.2
55452,"방풍실,엘리베이터실",비공조,N,엘리베이터|방풍,2,46.2
55453,교정및군사시설(방재실),비공조,N,방재실,2,61.7
55454,교정및군사시설(mdf실),비공조,N,mdf,2,42.8
55455,발전소(스위치야드제어동),비공조,N,발전,2,834.7
55456,"보일러,세탁실",비공조,N,보일러,2,138.1
55457,"일반음식점,옥탑(면적제외)",비공조,N,옥탑|면적제외,2,48.4
55458,목욕장(물탱크실),비공조,N,물탱|물탱크|탱크,2,101.3
55459,교육연구시설(계단실(면적제외)),비공조,N,계단|계단실|면적제외,2,80.9
55460,화장실/보일러,비공조,N,보일러|화장실,2,7.6
55461,"숙박시설(사무실,세탁실,기계실,물탱크실)",비공조,N,기계실|기계|물탱|물탱크|탱크,2,203.2
55462,"계단실외기타-화장실,욕실,주방,옥외경사로캐노피",비공조,N,계단|계단실|화장실|캐노피|옥외,2,146.4
55463,창고(마을공동퇴비사),비공조,N,퇴비사,2,491.2
55464,"잠실,단독주택",비공조,N,잠실,2,93.5
55465,"통로,사료창고",비공조,N,통로,2,354.9
55466,"주택(4),주차장",비공조,Y,주차|주차장,2,318.0
55467,"지하대피소,기계실,전기실",비공조,N,기계실|기계|전기실|전기|대피소,2,806.1
55468,"병원(창고,보일러실)",비공조,N,보일러,2,139.7
55469,"교회(계단실,물탱크실)",비공조,N,계단|계단실|물탱|물탱크|탱크,2,83.8
55470,"통신실,제연휀룸실",비공조,N,휀|통신실,2,615.5
55471,"전력배전반실,at실,소화설비실,전철제어반실,gis실,통신실",비공조,N,설비|통신실,2,115.0
55472,"숙박시설(기계실,전기실등)",비공조,N,기계실|기계|전기실|전기,2,772.5
55473,자동차관련시설(주차관리소),비공조,Y,주차,2,6.0
55474,기타가축시설(기러기사육시설),비공조,N,가축,2,270.0
55475,계단실(교사),비공조,N,계단|계단실,2,40.5
55476,다가구주택(물탱크실)연면적제외,비공조,N,물탱|물탱크|탱크|연면적제외|면적제외,2,33.1
55477,취수시설(펌프실),비공조,N,펌프,2,135.5
55478,취수시설(전기실),비공조,N,전기실|전기,2,486.8
55479,수질정화시설(혼화조실),비공조,N,정화|정화시설,2,252.5
55480,수질정화시설(약품실),비공조,N,정화|정화시설,2,289.0
55481,소독처리시설(기계실),비공조,N,기계실|기계,2,93.1
55482,발전기창고,비공조,N,전기|발전,2,55.1
55483,"제2종근린생활시설(사무소-창고,차고)",비공조,Y,차고,2,320.6
55484,창고(임산물집하장),비공조,N,집하장|집하,2,241.0
55485,"운동시설｛티하우스-in(식당,주방,화장실등)｝",비공조,N,화장실,2,211.0
55486,집단에너지공급시설(전기실),비공조,N,전기실|전기,2,141.1
55487,기계실(면적/층수제외),비공조,N,기계실|기계,2,40.9
55488,지붕개폐식톱밥발효축사,비공조,N,축사,2,400.0
55489,한우-퇴비사,비공조,N,퇴비사,2,219.8
55490,창고/보이라실,비공조,N,보이라,2,34.6
55491,수산물저장창고및화장실,비공조,N,화장실,2,78.5
55492,"단독주택(보일러실,피로티)",비공조,Y,피로티|보일러,2,18.3
55493,부속시설(재래식화장실),비공조,N,화장실,2,7.8
55494,"elev.기계실(면적,층수제외)",비공조,N,elev|기계실|기계,2,79.1
55495,축사(분뇨배출시설),비공조,N,분뇨|축사,2,263.6
55496,"제2종근린생활시설(화장실,부속창고)",비공조,N,화장실,2,36.6
55497,축산탱크,비공조,N,탱크,2,141.7
55498,"지하대피소,열관리실",비공조,N,대피소,2,449.6
55499,"일반공장(기계실,식당)",비공조,N,기계실|기계,2,239.8
55500,"종교시설(기타종교시설(오,폐수처리장)",비공조,N,처리장,2,359.1
55501,"계단실,물탱크실(물탱크실)",비공조,N,계단|계단실|물탱|물탱크|탱크,2,52.4
55502,보일러실(나동),비공조,N,보일러,2,62.2
55503,"근린생활시설,계단실,관리실",비공조,N,계단|계단실,2,258.4
55504,우사관리사,비공조,N,우사,2,152.2
55505,필로티-보행자통로(연면적제외),비공조,Y,필로티|통로|연면적제외|면적제외,2,209.5
55506,메추리축사,비공조,N,축사,2,700.2
55507,축사(비가림우사),비공조,N,축사|우사,2,964.2
55508,농기계수납창고,비공조,N,기계,2,503.2
55509,종교시설(물탱크실-면적제외),비공조,N,물탱|물탱크|탱크|면적제외,2,56.9
55510,단독주택(다가구주택(계단실및기타),비공조,N,계단|계단실,2,46.6
55511,"단독주택(다가주주택-계단실,면적제외)",비공조,N,계단|계단실|면적제외,2,46.1
55512,"다가구주택(주차장,연면적제외)",비공조,Y,주차|주차장|연면적제외|면적제외,2,466.3
55513,"물탱크실,주차장(면적제외)",비공조,Y,주차|주차장|물탱|물탱크|탱크|면적제외,2,19.9
55514,축사-비가림시설,비공조,N,축사,2,318.3
55515,제2종근린생활시설(일반음식점)-면적제외,비공조,N,면적제외,2,28.0
55516,건조기계실,비공조,N,기계실|기계,2,284.5
55517,"부대시설(펌프실,전기실,발전기실)",비공조,N,전기실|전기|발전|펌프,2,1702.3
55518,"여관(안내실,보일러실)",비공조,N,보일러,2,180.9
55519,"의원,기계실",비공조,N,기계실|기계,2,633.5
55520,남면119지역대소방서,비공조,N,소방,2,305.6
55521,"숙박시설(기계실,복도,계단실)",비공조,N,계단|계단실|기계실|기계|복도,2,134.4
55522,창고(정화조),비공조,N,정화조|정화,2,857.1
55523,저장설비동,비공조,N,설비,2,365.9
55524,연구소(보일러실),비공조,N,보일러,2,118.1
55525,집배송시설(연면적제외),비공조,N,연면적제외|면적제외,2,38.7
55526,"고가수조,elev,기계실(층,높이,면적제외)",비공조,N,elev|기계실|기계|고가수조|수조|면적제외,2,53.4
55527,"계단실,elev(층,높이,면적제외)",비공조,N,계단|계단실|elev|면적제외,2,53.4
55528,주차(4대),비공조,Y,주차,2,108.0
55529,사무실.보이러실.계단실(증축),비공조,N,계단|계단실|보이러,2,99.9
55530,"차고,창고,보일러실,방풍실,elev.홀,계단실",비공조,Y,계단|계단실|elev|차고|보일러|방풍,2,1140.7
55531,체육관(면적제외),비공조,N,면적제외,2,148.4
55532,버섯재배사13동,비공조,N,버섯재배,2,277.2
55533,"단독주택(물탱크실,계단실(연면적제외))",비공조,N,계단|계단실|물탱|물탱크|탱크|연면적제외|면적제외,2,19.7
55534,"단독주택(다가구주택(계단실(연면적,층수제외))",비공조,N,계단|계단실,2,41.0
55535,체력단련장(물탱크실),비공조,N,물탱|물탱크|탱크,2,42.0
55536,"부속창고,보일러실,차양",비공조,N,보일러,2,25.5
55537,"변전소,터널관리소",비공조,N,변전,2,446.7
55538,"다가구주택(계단실,홀,승강기실)",비공조,N,계단|계단실|승강기,2,46.1
55539,(부설주차장)(면적제외),비공조,Y,주차|주차장|면적제외,2,76.4
55540,"기계실(펌프실),전기실,발전기실,소방팬룸(오피스텔,상가)",비공조,N,기계실|기계|전기실|전기|발전|펌프|소방,2,789.4
55541,기계실(면적/층수산정제외),비공조,N,기계실|기계,2,55.6
55542,업무시설(면적제외),비공조,N,면적제외,2,61.0
55543,"일반음식점,지하주차장",비공조,Y,주차|주차장,2,1093.8
55544,다가구주택(계단실)면적제외,비공조,N,계단|계단실|면적제외,2,35.9
55545,축사-볏집창고,비공조,N,축사,2,600.0
55546,여관((보이라실)),비공조,N,보이라,2,67.2
55547,복지회관(보일러실),비공조,N,보일러,2,126.0
55548,교정및군사시설(오수처리시설),비공조,N,오수,2,64.8
55549,창고시설(전력동및집수장),비공조,N,집수,2,818.8
55550,골재(모래)야적장,비공조,N,야적장|야적,2,600.0
55551,"프로그램실,체력단련실,기계실,관리소,복지시설,노인정,입주자집회소",비공조,N,기계실|기계,2,606.6
55552,"계단실(면적,층수제외))",비공조,N,계단|계단실,2,43.8
55553,"목욕탕,체력단련실,기계실,관리소,복지시설,노인정,입주자집회소",비공조,N,기계실|기계,2,871.5
55554,"elev기계실,물탱크실(연면적에서제외)",비공조,N,elev|기계실|기계|물탱|물탱크|탱크|연면적에서,2,147.8
55555,"송어부화장,단독주택",비공조,N,부화장,2,247.5
55556,옥탑층-면적제외,비공조,N,옥탑|면적제외,2,152.8
55557,자동차영업소(주차장),비공조,Y,주차|주차장,2,706.8
55558,"계단실,물탱크실(층수산입,면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,77.0
55559,"숙박시설(기계실,세탁실,창고,린넨실)",비공조,N,기계실|기계,2,146.5
55560,계단실/e.vpit/물탱크실,비공조,N,계단|계단실|e.v|물탱|물탱크|탱크,2,109.9
55561,기계실/식당/주방,비공조,N,기계실|기계,2,1398.6
55562,공장(옥탑)-면적제외,비공조,N,옥탑|면적제외,2,50.5
55563,"단독주택,다가구주택,옥탑계단실(연면적제외)",비공조,N,계단|계단실|옥탑|연면적제외|면적제외,2,47.3
55564,pit-(면적제외),비공조,N,면적제외,2,96.2
55565,근린공원화장실,비공조,N,화장실,2,75.9
55566,전기실.약품창고.기자재창고,비공조,N,전기실|전기,2,568.9
55567,샤워시설및화장실,비공조,N,화장실,2,113.0
55568,"보일러실,물탱크실,창고",비공조,N,보일러|물탱|물탱크|탱크,2,252.1
55569,물탱크실등(면적제외),비공조,N,물탱|물탱크|탱크|면적제외,2,100.5
55570,하수종말처리장(야적장),비공조,N,야적장|야적|처리장,2,1360.8
55571,"회의실,사무실,화장실,주방,현관",비공조,N,화장실,2,169.0
55572,불가마사우나,비공조,N,마사,2,43.9
55573,1지구발파대피소,비공조,N,대피소,2,448.0
55574,원석야적창고,비공조,N,야적,2,304.4
55575,"계단실,물탱크실(면적제외,층수산입)",비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,56.6
55576,옥외매장,비공조,N,옥외,2,69.4
55577,"단독주택,보일러실,창고",비공조,N,보일러,2,150.5
55578,전기실및약품투입실,비공조,N,전기실|전기,2,300.0
55579,단독주택(물탱크/계단실):면적제외,비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,28.5
55580,통신시설(기계시설),비공조,N,기계,2,51.6
55581,기타공장(통로),비공조,N,통로,2,1763.5
55582,캐노피((주)유공소유),비공조,N,캐노피,2,90.0
55583,주택+보일러실,비공조,N,보일러,2,181.1
55584,차고및점포,비공조,Y,차고,2,236.2
55585,일반음식점(연결통로),비공조,N,통로,2,63.4
55586,폐수처리장보온창고(이동),비공조,N,처리장,2,94.1
55587,공장(부속-보일러실),비공조,N,보일러,2,231.0
55588,제2종근린생활시설(제조업건조장),비공조,N,건조장,2,625.9
55589,"음향실,물탱크실",비공조,N,물탱|물탱크|탱크,2,67.3
55590,근린생활시설(농산물가공처리장),비공조,N,처리장,2,252.0
55591,다가구주택옥탑(연면적에서제외),비공조,N,옥탑|연면적에서,2,26.9
55592,"창고,보일러실,캐노피",비공조,N,보일러|캐노피,2,132.1
55593,"(홀,계단실,승강기)",비공조,N,계단|계단실|승강기,2,108.1
55594,여객터미널(육전전기실),비공조,N,전기실|전기,2,213.2
55595,골재야적적치장,비공조,N,야적,2,525.0
55596,축사(통로)-건축면적제외,비공조,N,축사|통로|면적제외,2,376.9
55597,"주택(4가구),대피소",비공조,N,대피소,2,301.5
55598,사슴장휀스,비공조,N,휀,2,394.2
55599,d.a(연면적제외),비공조,N,연면적제외|면적제외,2,92.7
55600,동식물관련시설(양잠),비공조,N,양잠,2,238.0
55601,계사및화장실,비공조,N,화장실|계사,2,405.7
55602,제2종근생(사무실-계단)및옥내주차장,비공조,Y,계단|주차|주차장,2,51.2
55603,먹이통및통로,비공조,N,통로,2,273.0
55604,"기계실,전기실,수영장,사우나",비공조,N,기계실|기계|전기실|전기,2,3058.3
55605,가스공급시설(보일러동),비공조,N,보일러,2,70.5
55606,제조업소(벼건조장),비공조,N,건조장,2,475.2
55607,"노유자시설(보일러실,물탱크실)",비공조,N,보일러|물탱|물탱크|탱크,2,130.0
55608,관광휴게시설(샤워실),비공조,N,샤워실,2,66.6
55609,국가기관청사(옥외샤워실),비공조,N,샤워실|옥외,2,38.7
55610,기계실및근린시설,비공조,N,기계실|기계,2,856.0
55611,주택및양계장,비공조,N,양계,2,187.1
55612,"주방,방풍실",비공조,N,방풍,2,52.2
55613,관람석/계단실,비공조,N,계단|계단실,2,686.1
55614,다목적실/계단실,비공조,N,계단|계단실,2,2104.3
55615,"지하주차장,공용설비",비공조,Y,주차|주차장|설비,2,2619.0
55616,"관리실,화장실,샤워장,취사장",비공조,N,화장실,2,189.4
55617,증산전기분소,비공조,N,전기,2,392.0
55618,"여관기계실,전기실",비공조,N,기계실|기계|전기실|전기,2,485.3
55619,"여관주차장,발전기실,방재실,펌프실",비공조,Y,주차|주차장|전기실|전기|발전|펌프|방재실,2,1301.2
55620,"여관홀,한식당,지배인실,통신실,화장실,창고",비공조,N,화장실|통신실,2,1139.9
55621,"여관elevoh,계단실(연면적제외)",비공조,N,계단|계단실|elev|연면적제외|면적제외,2,175.5
55622,"여관evel기계실,물탱크실(연면적제외)",비공조,N,기계실|기계|물탱|물탱크|탱크|연면적제외|면적제외,2,175.5
55623,"숙박시설(기계실,공유면적)",비공조,N,기계실|기계,2,421.3
55624,국방·군사시설(연면적제외),비공조,N,연면적제외|면적제외,2,37.3
55625,가축시설(염소방목관리사및창고),비공조,N,소방|가축,2,128.6
55626,축사(표준축사),비공조,N,축사,2,860.0
55627,"기타제1종근생(계단실,저수조)",비공조,N,계단|계단실|저수조|수조,2,29.1
55628,"기타제1종근생(기계실,물탱크(연면적제외))",비공조,N,기계실|기계|물탱|물탱크|탱크|연면적제외|면적제외,2,59.3
55629,유류공급시설(e-pol드레인탱크실),비공조,N,탱크,2,35.0
55630,기계실(급유시설),비공조,N,기계실|기계,2,75.7
55631,"농가주택,보일러실",비공조,N,보일러,2,153.0
55632,"제2종근린생활시설(사무소,창고,차고)",비공조,Y,차고,2,372.0
55633,변전소및터널관리실,비공조,N,변전,2,648.0
55634,"축사,창고,관리사,화장실",비공조,N,화장실|축사,2,331.5
55635,분뇨발효건조장,비공조,N,분뇨|건조장,2,660.0
55636,숙박시설(일반숙박시설-옥탑(면적제외)),비공조,N,옥탑|면적제외,2,27.5
55637,배수지(재염소투입실),비공조,N,배수,2,28.4
55638,장애인엘레베이터(연면적제외),비공조,N,엘레베이터|연면적제외|면적제외,2,28.1
55639,농가주택(연면적제외),비공조,N,연면적제외|면적제외,2,49.6
55640,수련원-숙소(다락)(연면적제외),비공조,N,연면적제외|면적제외,2,81.0
55641,일반창고(농기계보관),비공조,N,기계|농기계보관,2,193.3
55642,주차장(면적제외:110.4㎡),비공조,Y,주차|주차장|면적제외,2,0.0
55643,"기계실,전기실,mdf실,통신실",비공조,N,기계실|기계|전기실|전기|통신실|mdf,2,882.1
55644,운수시설(여객자동차터미널(기계실)),비공조,N,기계실|기계,2,110.9
55645,관리소/노인정/공중변소,비공조,N,변소|공중변소,2,262.4
55646,제2종근린생활시설(일반음식점)필로티주차장(면적제외),비공조,Y,주차|주차장|필로티|면적제외,2,41.6
55647,"주택,차고(1)",비공조,Y,차고,2,149.2
55648,"국방·군사시설(기계실,전기실,발전기실)",비공조,N,기계실|기계|전기실|전기|발전,2,462.5
55649,레미콘공장기계실(배처플랜트),비공조,N,기계실|기계|플랜트,2,50.0
55650,"다용도실,샤워실",비공조,N,샤워실,2,89.0
55651,보일러실.계단,비공조,N,계단|보일러,2,64.8
55652,"린넨창고,린넨실,락카실,방풍실,캐노피,화장실,쓰레기분리수거실",비공조,N,화장실|방풍|캐노피,2,812.7
55653,"분뇨.쓰레기처리시설(전기실,송풍기실,여과기실,저장실)",비공조,N,전기실|전기|분뇨,2,951.0
55654,"분뇨.쓰레기처리시설(제어실,탈수기실,탈취기실)",비공조,N,분뇨,2,642.5
55655,"공장,창고,화장실,사워실",비공조,N,화장실,2,2700.0
55656,"물탱크실,계단실(면적산입제외)",비공조,N,계단|계단실|물탱|물탱크|탱크,2,49.6
55657,"물탱크실,계단실,승강기",비공조,N,계단|계단실|승강기|물탱|물탱크|탱크,2,84.7
55658,정수장(전처리설비동),비공조,N,설비,2,155.0
55659,제1종근린생활(공중화장실),비공조,N,화장실,2,63.0
55660,"노인정,관리사무소,전기실,펌프실,경비실",비공조,N,전기실|전기|펌프,2,259.6
55661,"주차장,계단실,elev실,설비실등",비공조,Y,계단|계단실|elev|주차|주차장|설비,2,1954.9
55662,"계단실,물탱크실,elev기계실(연면적제외))",비공조,N,계단|계단실|elev|기계실|기계|물탱|물탱크|탱크|연면적제외|면적제외,2,217.0
55663,"화장실,강의실",비공조,N,화장실,2,325.5
55664,"선광장,전기실",비공조,N,전기실|전기,2,3235.2
55665,"계단실,물탱크실(면적제외,층수포함))",비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,50.5
55666,과학관(기계실),비공조,N,기계실|기계,2,83.8
55667,다가구-계단실및승강기홀,비공조,N,계단|계단실|승강기,2,47.7
55668,하수처리장(전기실),비공조,N,전기실|전기|하수처리|처리장,2,88.4
55669,누드엘리베이터,비공조,N,엘리베이터,2,12.2
55670,"계단실(층수,높이,바닥면적제외)",비공조,N,계단|계단실|면적제외,2,64.1
55671,부대시설(화장실등),비공조,N,화장실,2,158.5
55672,"다가구주택(계단실/면적,층수제외)",비공조,N,계단|계단실,2,40.4
55673,"주택(보일러실,물탱크실)",비공조,N,보일러|물탱|물탱크|탱크,2,61.8
55674,"주민공동시설,문고,관리사무소,경로당,mdf실",비공조,N,mdf,2,921.0
55675,"동물및식물관련시설(축사,통로,퇴비사)",비공조,N,축사|퇴비사|통로,2,2633.6
55676,도시형생활주택-elev.기계실,비공조,N,elev|기계실|기계,2,45.8
55677,"방,보일러실,창고",비공조,N,보일러,2,99.8
55678,의료시설(산부인과병원-발전기실),비공조,N,전기실|전기|발전,2,14.5
55679,의료시설(산부인과병원-계단실1),비공조,N,계단|계단실,2,32.6
55680,의료시설(산부인과병원-계단실2),비공조,N,계단|계단실,2,34.0
55681,계단실(바박면적제외),비공조,N,계단|계단실|면적제외,2,28.0
55682,"계단실,물탱크실:16.79(면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,0.0
55683,계단실(바닥면적및층수제외),비공조,N,계단|계단실,2,28.2
55684,"계단,e/v실(면적제외)",비공조,N,계단|e/v|면적제외,2,33.5
55685,"양어시설,작물재배사",비공조,N,작물재배,2,725.0
55686,사료투입통로,비공조,N,통로,2,291.3
55687,"근린생활시설(필로티주차장,연면적제외)",비공조,Y,주차|주차장|필로티|연면적제외|면적제외,2,39.4
55688,"전기실,발전기설,펌프실",비공조,N,전기실|전기|발전|펌프,2,376.2
55689,판매시설(멀티미디어문화컨텐츠설비제공업소-pc방),비공조,N,설비,2,176.2
55690,무인기계시설,비공조,N,기계,2,80.3
55691,"창고,엘리베이터실",비공조,N,엘리베이터,2,714.6
55692,귤암리마을공동농기계보관창고,비공조,N,기계|농기계보관,2,398.0
55693,급수설비염소투입기실,비공조,N,설비,2,14.4
55694,저온저장창고(기계실),비공조,N,기계실|기계,2,69.8
55695,물품집하장,비공조,N,집하장|집하,2,276.0
55696,운전기술학원,비공조,N,전기,2,790.2
55697,"보일러실,주택(2)",비공조,N,보일러,2,163.5
55698,물탱크실/계단실/e.v기계실,비공조,N,계단|계단실|e.v|기계실|기계|물탱|물탱크|탱크,2,49.4
55699,"소매점(계단실,물탱크실)",비공조,N,계단|계단실|물탱|물탱크|탱크,2,57.6
55700,"단독주택(온돌방,보일러실)",비공조,N,보일러,2,48.0
55701,축사(사료급여사),비공조,N,축사,2,240.0
55702,축사(육추실),비공조,N,축사,2,190.0
55703,축사(작업실),비공조,N,축사,2,120.0
55704,"단독주택(계단실(13.44,면적제외))",비공조,N,계단|계단실|면적제외,2,26.9
55705,축사(비가림운동장시설),비공조,N,축사,2,656.6
55706,축사(톱밥발효시설),비공조,N,축사,2,398.6
55707,축사및비가림시설,비공조,N,축사,2,787.0
55708,단독주택(다락(면적제외),비공조,N,면적제외,2,277.2
55709,제1종근린생활시설(기타제1종근생(기계실)),비공조,N,기계실|기계,2,109.4
55710,다가구주택계단탑,비공조,N,계단|계단탑,2,27.5
55711,홍보홀/비상발전기실/수변전실,비공조,N,전기실|전기|발전|변전|전실,2,359.1
55712,중앙제어실/사무실/화장실/샤워실/세탁실등,비공조,N,화장실|샤워실,2,271.2
55713,물탱크실/휴게실등,비공조,N,물탱|물탱크|탱크,2,193.8
55714,주택(옥외화장실),비공조,N,화장실|옥외,2,5.2
55715,"휴양콘도미니엄(수처리펌프실,계단실)",비공조,N,계단|계단실|펌프,2,826.3
55716,"공장,컴프레샤실,폐수처리장",비공조,N,처리장,2,1094.2
55717,"공장시설(공장,화장실)",비공조,N,화장실,2,382.0
55718,부대시설지하주차장(2),비공조,Y,주차|주차장,2,4347.7
55719,전기실및가압장,비공조,N,전기실|전기,2,490.6
55720,축사관리사무소,비공조,N,축사,2,123.7
55721,관리사(피로티),비공조,Y,피로티,2,101.0
55722,"다목적실,연결통로",비공조,N,통로,2,2353.7
55723,여관(부설주차장),비공조,Y,주차|주차장,2,233.8
55724,"관리사무소,경비실,화장실,주민공동시설(창고)",비공조,N,화장실,2,755.6
55725,"일반음식점(방풍실,창고)",비공조,N,방풍,2,52.8
55726,"단독주택(단독주택(계단탑(연면적,층수제외)",비공조,N,계단|계단탑,2,24.0
55727,"다가구주택,계단실및물탱크실(바닥면적제외)",비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,0.0
55728,보일러실및다가구(4),비공조,N,보일러,2,246.0
55729,"실버요양원,계단실",비공조,N,계단|계단실,2,108.0
55730,"공장(사무실,임원실,사장실,회의실,화장실)",비공조,N,화장실,2,576.0
55731,"공장(창고,휴게실,샤워실,화장실)",비공조,N,화장실|샤워실,2,4036.6
55732,종묘배양시설(미생물액비생산시설),비공조,N,종묘배양,2,135.0
55733,축사(물품보관소),비공조,N,축사,2,56.2
55734,가압송수펌프실,비공조,N,펌프,2,675.8
55735,장애자용통로,비공조,N,통로,2,174.5
55736,"축사(퇴비사,퇴적장)",비공조,N,퇴적장|축사|퇴비사,2,128.0
55737,"정수장(반입실,발전기실)",비공조,N,전기실|전기|발전,2,259.0
55738,동물및식물관련시설(축사·창고),비공조,N,축사,2,150.0
55739,"계단실,보일러실,창고,화장실,주차장",비공조,Y,계단|계단실|주차|주차장|보일러|화장실,2,58.2
55740,묘지관련시설(납골당-승강기),비공조,N,승강기,2,15.6
55741,세탁실(건조실),비공조,N,건조실,2,51.2
55742,"물탱크실,기계실,주차장",비공조,Y,주차|주차장|기계실|기계|물탱|물탱크|탱크,2,836.3
55743,"도시형생활주택(계단실,elev기계실)",비공조,N,계단|계단실|elev|기계실|기계,2,68.1
55744,"계단실,엘리베이터,물탱크실(연면적제외)",비공조,N,계단|계단실|엘리베이터|물탱|물탱크|탱크|연면적제외|면적제외,2,54.3
55745,예미신호계전기실,비공조,N,전기실|전기,2,130.5
55746,"계단실(14.04,면적제외)",비공조,N,계단|계단실|면적제외,2,28.1
55747,"교회(주차장,계단)",비공조,Y,계단|주차|주차장,2,133.8
55748,오수폐수처리장,비공조,N,오수|처리장,2,201.2
55749,물탱크및계단실(면적제외),비공조,N,계단|계단실|물탱|물탱크|탱크|면적제외,2,31.7
55750,소방출장소(교육관),비공조,N,소방,2,146.0
55751,판매시설(농산물집하장),비공조,N,집하장|집하,2,288.0
55752,근린생활시설(계단및복도),비공조,N,계단|복도,2,239.2
